ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador,duplicate_has_anomaly,duplicate_type,duplicate_description,format_has_anomaly,format_type,format_description,temporal_has_anomaly,temporal_type,temporal_description,business_rules_has_anomaly,business_rules_type,business_rules_description,approver_has_anomaly,approver_type,approver_description,amount_has_anomaly,amount_type,amount_description,discount_penalty_has_anomaly,discount_penalty_type,discount_penalty_description,cross_consistency_has_anomaly,cross_consistency_type,cross_consistency_description,total_anomalies,has_any_anomaly
4284,1095,2022-02-04,2023-11-26,636.7,60 días,Pagado,90,10,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (660 días) vs esperada (60 días): 600 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
4285,1083,2022-06-29,2023-11-26,7282.23,90 días,Retrasado,60,5,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (515 días) vs esperada (90 días): 425 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
4286,1049,2022-05-12,2023-04-06,902.49,30 días,Pagado,90,10,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (329 días) vs esperada (30 días): 299 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
4287,1074,2022-02-25,2023-11-20,7192.88,90 días,Pagado,60,0,0,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (633 días) vs esperada (90 días): 543 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
4288,1014,2022-01-01,2023-08-17,2571.28,60 días,Retrasado,60,10,1,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (593 días) vs esperada (60 días): 533 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),3,True
4289,1031,2022-01-25,2023-11-26,8789.36,90 días,Pagado,90,10,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (670 días) vs esperada (90 días): 580 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
4290,1027,2022-07-17,2023-03-12,8150.18,90 días,Pagado,90,5,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (238 días) vs esperada (90 días): 148 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
4291,1021,2022-08-13,2023-01-03,9582.52,30 días,Pendiente,60,10,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (143 días) vs esperada (30 días): 113 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-03),3,True
4292,1016,2022-08-03,2023-07-26,8849.24,90 días,Pagado,90,5,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (357 días) vs esperada (90 días): 267 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
4293,1058,2022-03-27,2023-04-14,9339.96,90 días,Pendiente,30,5,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (383 días) vs esperada (90 días): 293 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-14),3,True
4294,1089,2022-07-31,2023-11-19,8601.55,90 días,Retrasado,30,10,0,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (476 días) vs esperada (90 días): 386 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
4295,1070,2022-09-10,2023-06-07,6964.48,60 días,Pendiente,30,5,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (270 días) vs esperada (60 días): 210 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-06-07),3,True
4296,1056,2022-07-13,2023-06-11,1785.57,60 días,Retrasado,30,5,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (333 días) vs esperada (60 días): 273 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
4297,1025,2022-06-29,2023-10-23,2789.9,30 días,Pagado,30,10,0,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (481 días) vs esperada (30 días): 451 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
4298,1024,2022-10-07,2023-02-13,2206.0,90 días,Pagado,90,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (129 días) vs esperada (90 días): 39 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
4299,1009,2022-07-12,2023-02-27,6075.5,60 días,Pendiente,60,0,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (230 días) vs esperada (60 días): 170 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-02-27),2,True
4300,1044,2022-02-21,2023-03-23,5085.84,30 días,Retrasado,90,0,2,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (395 días) vs esperada (30 días): 365 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
4301,1082,2022-09-03,2023-05-09,8684.09,90 días,Pagado,30,5,2,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (248 días) vs esperada (90 días): 158 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
4302,1010,2022-10-23,2023-09-23,9531.46,30 días,Pendiente,30,5,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (335 días) vs esperada (30 días): 305 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-23),2,True
4303,1076,2022-11-30,2023-11-30,4108.11,30 días,Pendiente,90,10,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (365 días) vs esperada (30 días): 335 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-30),3,True
4304,1052,2022-12-18,2023-03-09,5112.87,30 días,Pendiente,90,0,0,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (81 días) vs esperada (30 días): 51 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-09),3,True
4305,1071,2022-04-26,2023-11-02,9718.01,30 días,Pagado,60,0,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (555 días) vs esperada (30 días): 525 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
4306,1067,2022-03-25,2023-12-19,2834.77,30 días,Retrasado,30,10,1,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (634 días) vs esperada (30 días): 604 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),3,True
4307,1094,2022-08-20,2023-07-31,7944.67,30 días,Pagado,90,10,2,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (345 días) vs esperada (30 días): 315 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
4308,1027,2022-02-07,2023-06-14,2329.88,30 días,Pagado,60,10,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (492 días) vs esperada (30 días): 462 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
4309,1074,2022-01-18,2023-08-21,6846.46,90 días,Retrasado,30,10,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (580 días) vs esperada (90 días): 490 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
4310,1064,2022-05-31,2023-09-03,2610.79,90 días,Pendiente,30,0,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (460 días) vs esperada (90 días): 370 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-03),3,True
4311,1048,2022-01-11,2023-03-11,8848.96,30 días,Pagado,30,10,1,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (424 días) vs esperada (30 días): 394 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
4312,1046,2022-06-13,2023-05-15,5658.63,90 días,Pendiente,90,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (336 días) vs esperada (90 días): 246 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-05-15),2,True
4313,1051,2022-05-14,2023-03-31,1940.74,30 días,Pendiente,30,0,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (321 días) vs esperada (30 días): 291 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-31),2,True
4314,1087,2022-02-23,2023-12-19,2321.25,90 días,Retrasado,30,10,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (664 días) vs esperada (90 días): 574 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
4315,1053,2022-02-07,2023-11-01,4989.11,60 días,Retrasado,60,0,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (632 días) vs esperada (60 días): 572 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
4316,1059,2022-06-25,2023-06-18,9619.86,30 días,Retrasado,90,0,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (358 días) vs esperada (30 días): 328 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
4317,1056,2022-03-29,2023-05-26,7719.46,60 días,Pendiente,60,10,2,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (423 días) vs esperada (60 días): 363 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-05-26),2,True
4318,1046,2022-07-12,2023-04-13,4934.27,30 días,Pendiente,90,10,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (275 días) vs esperada (30 días): 245 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-13),3,True
4319,1030,2022-03-24,2023-02-14,3443.42,30 días,Pagado,30,5,0,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (327 días) vs esperada (30 días): 297 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
4320,1045,2022-02-08,2023-08-02,5537.76,60 días,Pendiente,60,5,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (540 días) vs esperada (60 días): 480 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-08-02),2,True
4321,1025,2022-10-08,2023-07-09,7508.77,60 días,Retrasado,90,0,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (274 días) vs esperada (60 días): 214 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
4322,1004,2022-02-17,2023-04-05,7860.89,60 días,Retrasado,90,0,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (412 días) vs esperada (60 días): 352 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
4323,1083,2022-06-23,2023-07-22,6639.157925620113,30 días,Retrasado,30,5,1,Efectivo,Bob,True,DUPLICATE_TRANSACTION,ID duplicado 2 veces. Diferencias en: monto,True,FORMAT_ANOMALY,Monto con 12 decimales,True,TEMPORAL_ANOMALY,Diferencia real (394 días) vs esperada (30 días): 364 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),5,True
4324,1051,2022-11-01,2023-07-14,7239.48,60 días,Retrasado,30,0,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (255 días) vs esperada (60 días): 195 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
4325,1074,2022-11-11,2023-10-21,6612.11,60 días,Pendiente,60,5,1,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (344 días) vs esperada (60 días): 284 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-10-21),2,True
4326,1053,2022-09-05,2023-04-26,9595.21,90 días,Retrasado,60,10,2,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (233 días) vs esperada (90 días): 143 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
4327,1032,2022-12-27,2023-01-12,9317.79,90 días,Pagado,90,10,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (16 días) vs esperada (90 días): 74 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
4328,1049,2022-01-16,2023-01-13,7914.86,60 días,Pendiente,60,10,0,Transferencia,Unauthorized User,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (362 días) vs esperada (60 días): 302 días de diferencia,False,,,True,ATYPICAL_APPROVER,Aprobador atípico: Unauthorized User. Monto promedio bajo ($4487.87); Nombre sospechoso,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-13),3,True
4329,1037,2022-08-09,2023-10-14,7261.61,60 días,Retrasado,30,0,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (431 días) vs esperada (60 días): 371 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
4330,1026,2022-12-01,2023-11-29,2813.01,60 días,Pagado,60,10,1,Cheque,Bob,True,DUPLICATE_TRANSACTION,ID duplicado 2 veces. Diferencias en: ninguna,False,,,True,TEMPORAL_ANOMALY,Diferencia real (363 días) vs esperada (60 días): 303 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
4331,1097,2022-03-26,2023-11-11,8475.06,60 días,Retrasado,60,0,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (595 días) vs esperada (60 días): 535 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
4332,1014,2022-11-07,2023-11-18,4332.31,90 días,Pendiente,90,10,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (376 días) vs esperada (90 días): 286 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-18),2,True
4333,1095,2022-08-11,2023-04-29,2795.18,30 días,Pendiente,30,0,0,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (261 días) vs esperada (30 días): 231 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-29),2,True
4334,1060,2022-03-22,2023-02-16,3903.19,60 días,Pagado,90,0,2,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (331 días) vs esperada (60 días): 271 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
4335,1020,2022-01-28,2023-08-26,8375.76,60 días,Pendiente,30,5,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (575 días) vs esperada (60 días): 515 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-08-26),3,True
4336,1045,2022-02-21,2023-04-13,1571.47,90 días,Pagado,30,5,0,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (416 días) vs esperada (90 días): 326 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
4337,1068,2022-06-19,2023-05-16,4615.97,60 días,Retrasado,90,5,2,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (331 días) vs esperada (60 días): 271 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
4338,1005,2022-04-16,2023-12-27,4974.34,60 días,Pendiente,60,0,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (620 días) vs esperada (60 días): 560 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-27),2,True
4339,1037,2022-04-08,2023-03-29,462.63,90 días,Retrasado,90,5,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (355 días) vs esperada (90 días): 265 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),3,True
4340,1061,2022-07-29,2023-01-27,2037.89,60 días,Retrasado,60,5,2,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (182 días) vs esperada (60 días): 122 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),3,True
4341,1085,2022-12-23,2023-07-26,8284.75,60 días,Pendiente,90,5,2,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (215 días) vs esperada (60 días): 155 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-26),3,True
4342,1061,2022-10-11,2023-11-14,8324.6,90 días,Retrasado,90,0,2,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (399 días) vs esperada (90 días): 309 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
4343,1081,2022-10-04,2023-08-09,2994.91,30 días,Pagado,60,0,0,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (309 días) vs esperada (30 días): 279 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
4344,1077,2022-05-16,2023-11-05,8761.48,60 días,Pagado,60,5,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (538 días) vs esperada (60 días): 478 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
4345,1073,2022-12-05,2023-05-15,7740.65,60 días,Pagado,60,5,1,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (161 días) vs esperada (60 días): 101 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
