fecha,proveedor_id,categoria_gasto,monto,método_pago,tiempo_procesamiento,score_cumplimiento,indicadores_economicos,estacionalidad
2022-02-08,1049,Logística,5408.75,Transferencia,4,0.52,Creciente,Alta
2022-02-04,1002,Servicios,4803.71,Cheque,9,0.83,Decreciente,Alta
2022-02-01,1011,Logística,4526.7,Efectivo,3,0.04,Creciente,Alta
2022-02-24,1064,Tecnología,4965.82,Efectivo,4,1.0,Estable,Alta
2022-02-06,1026,Servicios,4737.55,Transferencia,3,0.6,Creciente,Alta
2022-02-16,1049,Tecnología,5654.37,Efectivo,2,0.98,Decreciente,Alta
2022-02-17,1076,Servicios,4829.84,Efectivo,4,0.37,Decreciente,Alta
2022-02-13,1016,Logística,4507.08,Transferencia,8,0.46,Creciente,Alta
2022-02-18,1071,Tecnología,4500.57,Cheque,1,0.75,Estable,Alta
2022-02-04,1031,Logística,6259.21,Cheque,8,0.79,Estable,Alta
2022-02-09,1083,Servicios,5728.42,Transferencia,8,0.23,Decreciente,Alta
2022-02-25,1050,Tecnología,5212.57,Cheque,3,0.93,Decreciente,Alta
2022-02-09,1016,Materiales,6397.71,Cheque,6,0.87,Creciente,Alta
2022-02-23,1033,Tecnología,4576.19,Cheque,4,0.02,Creciente,Alta
2022-02-15,1034,Logística,6588.03,Efectivo,1,0.13,Creciente,Alta
2022-02-07,1098,Materiales,5783.33,Efectivo,1,0.5,Estable,Alta
2022-02-20,1023,Materiales,4826.56,Efectivo,5,0.46,Estable,Alta
2022-02-10,1053,Servicios,5922.1,Cheque,8,0.71,Decreciente,Alta
2022-03-07,1035,Materiales,2109.23,Efectivo,2,0.84,Creciente,Baja
2022-03-04,1048,Logística,2897.28,Transferencia,6,0.81,Estable,Baja
2022-03-05,1047,Servicios,2210.04,Transferencia,7,0.62,Estable,Baja
2022-03-28,1086,Logística,2220.82,Transferencia,2,0.27,Creciente,Baja
2022-03-03,1006,Servicios,2733.57,Cheque,5,0.28,Decreciente,Baja
2022-03-15,1090,Tecnología,3130.02,Efectivo,6,0.12,Estable,Baja
2022-03-06,1076,Servicios,2352.65,Efectivo,4,0.92,Estable,Baja
2022-03-23,1050,Logística,2775.73,Efectivo,1,0.17,Creciente,Baja
2022-03-15,1016,Logística,2416.77,Transferencia,3,0.57,Creciente,Baja
2022-03-03,1031,Tecnología,3041.06,Efectivo,9,0.58,Creciente,Baja
2022-03-26,1025,Logística,2720.87,Efectivo,6,0.37,Decreciente,Baja
2022-03-22,1021,Tecnología,2315.87,Transferencia,2,0.35,Decreciente,Baja
2022-03-28,1012,Tecnología,2373.21,Transferencia,9,0.67,Decreciente,Baja
2022-03-11,1011,Logística,2551.92,Efectivo,4,0.39,Creciente,Baja
2022-03-22,1070,Materiales,2226.24,Cheque,8,0.26,Estable,Baja
2022-03-12,1000,Logística,2180.8,Transferencia,7,0.4,Decreciente,Baja
2022-03-23,1032,Logística,2811.66,Cheque,3,0.81,Creciente,Baja
2022-03-03,1013,Servicios,2525.36,Cheque,8,0.97,Decreciente,Baja
2022-03-18,1063,Logística,2860.09,Cheque,4,0.64,Estable,Baja
2022-03-18,1042,Servicios,2213.67,Cheque,2,0.78,Estable,Baja
2022-03-10,1057,Servicios,2738.02,Transferencia,5,0.53,Creciente,Baja
2022-03-10,1040,Logística,2563.28,Efectivo,1,0.62,Estable,Baja
2022-03-28,1080,Tecnología,2159.05,Efectivo,8,0.99,Creciente,Baja
2022-03-06,1067,Materiales,2669.76,Transferencia,8,0.44,Creciente,Baja
2022-03-23,1038,Logística,2185.08,Transferencia,3,0.07,Creciente,Baja
2022-03-23,1000,Logística,2966.57,Cheque,1,0.96,Creciente,Baja
2022-03-23,1040,Tecnología,2761.19,Cheque,4,0.79,Estable,Baja
2022-03-21,1044,Servicios,2682.52,Transferencia,9,0.4,Estable,Baja
2022-03-06,1087,Tecnología,2238.23,Efectivo,9,0.98,Estable,Baja
2022-03-26,1097,Tecnología,2399.78,Cheque,1,0.35,Estable,Baja
2022-03-12,1097,Servicios,2615.28,Transferencia,7,0.37,Creciente,Baja
2022-03-17,1087,Logística,2762.58,Transferencia,6,0.61,Creciente,Baja
2022-03-08,1078,Tecnología,2290.43,Transferencia,7,0.27,Estable,Baja
2022-03-04,1080,Tecnología,2107.51,Cheque,7,0.7,Decreciente,Baja
2022-03-07,1012,Logística,2459.89,Transferencia,8,0.15,Decreciente,Baja
2022-03-26,1070,Logística,2604.79,Efectivo,8,0.11,Decreciente,Baja
2022-03-05,1008,Materiales,2291.7,Transferencia,2,0.53,Estable,Baja
2022-03-08,1062,Tecnología,2614.54,Cheque,4,0.56,Creciente,Baja
2022-03-26,1098,Materiales,2453.31,Efectivo,4,0.11,Creciente,Baja
2022-03-16,1022,Servicios,2575.64,Efectivo,8,0.96,Decreciente,Baja
2022-03-01,1053,Logística,2462.72,Transferencia,3,0.57,Decreciente,Baja
2022-03-12,1046,Logística,2757.53,Transferencia,3,0.15,Creciente,Baja
2022-03-18,1038,Materiales,2143.21,Efectivo,2,0.31,Decreciente,Baja
2022-03-19,1086,Tecnología,2277.5,Transferencia,1,0.8,Decreciente,Baja
2022-03-12,1025,Servicios,2552.21,Cheque,8,0.52,Creciente,Baja
2022-03-15,1000,Tecnología,2472.0,Efectivo,9,0.19,Decreciente,Baja
2022-03-26,1013,Tecnología,2509.07,Transferencia,9,0.1,Decreciente,Baja
2022-03-18,1095,Materiales,2941.43,Efectivo,8,0.43,Estable,Baja
2022-03-05,1073,Tecnología,3028.06,Transferencia,5,0.34,Decreciente,Baja
2022-03-20,1064,Materiales,2359.08,Transferencia,1,0.66,Estable,Baja
2022-03-03,1068,Logística,2975.67,Cheque,9,0.93,Creciente,Baja
2022-03-03,1066,Logística,2579.52,Transferencia,6,0.25,Estable,Baja
2022-03-10,1048,Logística,2385.47,Transferencia,7,0.86,Creciente,Baja
2022-03-13,1049,Servicios,3132.05,Transferencia,8,0.92,Estable,Baja
2022-03-23,1057,Servicios,2963.51,Cheque,5,0.9,Estable,Baja
2022-03-24,1052,Tecnología,3141.28,Transferencia,6,0.95,Estable,Baja
2022-03-16,1090,Materiales,2274.65,Transferencia,7,0.84,Decreciente,Baja
2022-03-17,1056,Tecnología,2249.11,Transferencia,7,0.59,Decreciente,Baja
2022-03-14,1085,Logística,2626.3,Efectivo,2,0.41,Decreciente,Baja
2022-03-25,1017,Tecnología,2768.21,Cheque,1,0.49,Decreciente,Baja
2022-03-14,1015,Tecnología,2277.66,Efectivo,8,0.87,Decreciente,Baja
2022-03-27,1001,Tecnología,3000.89,Cheque,5,0.3,Estable,Baja
2022-03-19,1012,Logística,2656.34,Cheque,2,0.16,Decreciente,Baja
2022-03-03,1044,Materiales,2529.33,Efectivo,3,0.14,Creciente,Baja
2022-03-05,1079,Tecnología,2729.82,Cheque,6,0.83,Estable,Baja
2022-03-11,1071,Logística,2764.34,Cheque,6,0.76,Estable,Baja
2022-03-21,1042,Servicios,2143.09,Efectivo,8,0.5,Creciente,Baja
2022-03-03,1071,Materiales,3147.2,Transferencia,5,0.27,Decreciente,Baja
2022-03-15,1053,Logística,2479.99,Cheque,5,0.68,Creciente,Baja
2022-03-15,1073,Tecnología,2162.77,Efectivo,7,0.04,Estable,Baja
2022-03-22,1096,Logística,2992.38,Cheque,5,0.57,Estable,Baja
2022-03-17,1030,Materiales,3139.98,Efectivo,9,0.4,Estable,Baja
2022-03-12,1075,Tecnología,2954.65,Transferencia,6,0.98,Creciente,Baja
2022-03-05,1008,Servicios,2991.92,Cheque,7,0.51,Decreciente,Baja
2022-03-27,1072,Servicios,2754.88,Transferencia,8,0.55,Estable,Baja
2022-03-25,1047,Servicios,3065.82,Transferencia,5,0.71,Decreciente,Baja
2022-03-18,1017,Logística,2135.7,Efectivo,4,0.48,Estable,Baja
2022-03-21,1093,Materiales,2902.58,Cheque,8,0.22,Decreciente,Baja
2022-03-19,1095,Servicios,2801.85,Cheque,9,0.54,Creciente,Baja
2022-03-06,1086,Tecnología,2150.23,Cheque,1,0.94,Estable,Baja
2022-03-25,1010,Tecnología,2668.89,Cheque,3,0.41,Estable,Baja
2022-03-05,1061,Tecnología,2638.56,Cheque,4,0.68,Estable,Baja
2022-03-14,1083,Logística,2823.7,Efectivo,7,0.98,Creciente,Baja
2022-03-17,1018,Materiales,2179.54,Cheque,6,0.83,Creciente,Baja
2022-03-28,1099,Materiales,2943.03,Transferencia,1,0.66,Decreciente,Baja
2022-03-02,1089,Servicios,2244.45,Transferencia,4,0.74,Creciente,Baja
2022-03-27,1073,Materiales,2537.43,Cheque,6,0.94,Estable,Baja
2022-03-04,1023,Tecnología,3022.77,Efectivo,3,0.96,Decreciente,Baja
2022-03-17,1012,Tecnología,2686.26,Efectivo,2,0.97,Creciente,Baja
2022-03-05,1045,Logística,2496.44,Cheque,2,0.63,Decreciente,Baja
2022-03-10,1052,Tecnología,2148.77,Transferencia,4,0.38,Decreciente,Baja
2022-03-06,1097,Materiales,2803.49,Cheque,1,0.13,Decreciente,Baja
2022-03-06,1028,Tecnología,3133.19,Cheque,2,0.39,Estable,Baja
2022-03-11,1035,Servicios,3054.77,Cheque,2,0.94,Estable,Baja
2022-03-23,1070,Logística,2850.72,Efectivo,4,0.89,Creciente,Baja
2022-03-08,1093,Logística,2208.67,Efectivo,4,0.52,Estable,Baja
2022-03-12,1016,Materiales,2349.4,Transferencia,1,0.54,Decreciente,Baja
2022-03-17,1047,Tecnología,2294.23,Transferencia,7,0.31,Decreciente,Baja
2022-03-10,1076,Tecnología,2471.12,Cheque,7,0.45,Estable,Baja
2022-03-28,1023,Materiales,2345.29,Transferencia,1,0.71,Decreciente,Baja
2022-03-03,1053,Materiales,2354.65,Cheque,8,0.4,Estable,Baja
2022-03-09,1094,Servicios,2745.22,Transferencia,7,0.19,Decreciente,Baja
2022-03-07,1090,Materiales,2432.56,Cheque,7,0.54,Creciente,Baja
2022-03-21,1084,Tecnología,2808.62,Efectivo,6,0.23,Creciente,Baja
2022-03-18,1000,Servicios,3092.64,Cheque,4,0.97,Estable,Baja
2022-03-09,1078,Logística,2768.03,Efectivo,8,0.39,Estable,Baja
2022-03-05,1066,Tecnología,2886.77,Efectivo,2,0.91,Estable,Baja
2022-03-21,1005,Logística,2886.69,Transferencia,7,0.23,Estable,Baja
2022-03-10,1077,Logística,2445.15,Transferencia,3,0.19,Estable,Baja
2022-03-20,1054,Logística,2113.9,Efectivo,3,0.62,Decreciente,Baja
2022-03-18,1037,Tecnología,2155.96,Cheque,7,0.78,Creciente,Baja
2022-04-17,1031,Logística,5974.55,Cheque,4,0.52,Estable,Baja
2022-04-21,1075,Materiales,4923.96,Cheque,1,0.43,Estable,Baja
2022-04-06,1098,Materiales,5109.23,Transferencia,4,0.19,Creciente,Baja
2022-04-19,1051,Tecnología,6518.07,Transferencia,2,0.49,Decreciente,Baja
2022-04-19,1031,Logística,5174.97,Cheque,3,0.4,Estable,Baja
2022-04-05,1008,Logística,6017.48,Transferencia,7,0.8,Estable,Baja
2022-04-06,1077,Logística,5345.99,Transferencia,7,0.76,Estable,Baja
2022-04-22,1012,Tecnología,6088.41,Transferencia,1,0.13,Estable,Baja
2022-04-20,1055,Tecnología,6035.4,Transferencia,8,0.09,Creciente,Baja
2022-04-24,1043,Tecnología,5814.67,Efectivo,7,0.91,Creciente,Baja
2022-04-20,1096,Logística,6222.31,Efectivo,1,0.54,Estable,Baja
2022-04-11,1095,Materiales,6406.36,Transferencia,8,0.86,Decreciente,Baja
2022-04-27,1082,Logística,5623.36,Cheque,2,0.06,Creciente,Baja
2022-04-19,1029,Tecnología,4876.81,Efectivo,8,0.53,Decreciente,Baja
2022-04-02,1015,Logística,5228.08,Cheque,3,0.54,Decreciente,Baja
2022-04-27,1011,Servicios,6012.04,Cheque,7,0.86,Estable,Baja
2022-04-28,1073,Logística,5777.9,Efectivo,6,0.1,Creciente,Baja
2022-04-01,1065,Logística,4746.76,Cheque,5,0.24,Estable,Baja
2022-04-03,1017,Materiales,4470.91,Cheque,2,0.41,Estable,Baja
2022-04-02,1012,Materiales,5847.81,Transferencia,2,0.87,Decreciente,Baja
2022-04-21,1092,Materiales,4906.48,Transferencia,1,0.94,Decreciente,Baja
2022-04-25,1023,Servicios,5448.31,Transferencia,9,0.99,Decreciente,Baja
2022-04-19,1011,Materiales,5986.84,Efectivo,8,0.96,Estable,Baja
2022-04-09,1059,Servicios,5585.62,Transferencia,8,0.01,Estable,Baja
2022-04-21,1059,Tecnología,4540.79,Cheque,1,0.05,Estable,Baja
2022-04-07,1092,Materiales,4763.72,Cheque,5,0.15,Estable,Baja
2022-04-25,1085,Logística,4837.27,Cheque,6,0.35,Estable,Baja
2022-04-19,1099,Logística,4921.27,Cheque,2,0.83,Estable,Baja
2022-04-14,1000,Servicios,5591.58,Cheque,5,0.89,Estable,Baja
2022-04-20,1042,Materiales,5457.67,Efectivo,6,0.19,Estable,Baja
2022-04-21,1054,Logística,4802.03,Cheque,9,0.62,Creciente,Baja
2022-04-01,1039,Tecnología,4506.47,Efectivo,1,0.92,Creciente,Baja
2022-04-16,1063,Materiales,4732.88,Cheque,3,0.46,Creciente,Baja
2022-04-21,1033,Tecnología,6504.79,Efectivo,9,0.1,Creciente,Baja
2022-04-18,1033,Logística,5380.47,Efectivo,1,0.46,Estable,Baja
2022-04-10,1047,Materiales,6249.7,Cheque,1,0.38,Estable,Baja
2022-04-21,1032,Servicios,6209.17,Cheque,1,0.58,Decreciente,Baja
2022-04-10,1067,Logística,5474.14,Cheque,7,0.44,Decreciente,Baja
2022-04-16,1029,Tecnología,5899.53,Cheque,5,0.02,Creciente,Baja
2022-04-08,1083,Materiales,4779.35,Transferencia,6,0.99,Decreciente,Baja
2022-04-26,1089,Tecnología,5859.66,Transferencia,8,0.54,Creciente,Baja
2022-04-26,1078,Tecnología,4952.92,Efectivo,2,0.47,Estable,Baja
2022-04-22,1070,Servicios,6172.8,Efectivo,2,0.95,Estable,Baja
2022-04-13,1070,Servicios,4541.71,Transferencia,3,0.16,Decreciente,Baja
2022-04-10,1028,Logística,6044.37,Efectivo,3,0.19,Estable,Baja
2022-04-15,1022,Servicios,4577.05,Cheque,3,0.81,Estable,Baja
2022-04-03,1033,Servicios,6279.87,Efectivo,4,0.26,Creciente,Baja
2022-04-23,1083,Logística,5022.27,Efectivo,3,0.8,Decreciente,Baja
2022-04-02,1014,Logística,5785.55,Efectivo,2,0.27,Estable,Baja
2022-04-06,1096,Logística,5421.79,Transferencia,9,0.03,Decreciente,Baja
2022-04-15,1052,Logística,5157.62,Transferencia,6,0.52,Estable,Baja
2022-04-14,1016,Tecnología,5766.04,Efectivo,3,0.2,Creciente,Baja
2022-04-16,1063,Tecnología,6424.46,Cheque,9,0.76,Estable,Baja
2022-04-15,1083,Logística,4449.18,Efectivo,4,0.64,Decreciente,Baja
2022-04-07,1060,Logística,6361.97,Transferencia,4,0.92,Decreciente,Baja
2022-04-11,1056,Materiales,5686.79,Cheque,8,0.78,Creciente,Baja
2022-04-20,1076,Materiales,6118.86,Efectivo,7,0.18,Estable,Baja
2022-04-05,1087,Materiales,5195.92,Transferencia,7,0.8,Creciente,Baja
2022-04-11,1036,Servicios,5387.66,Cheque,7,0.64,Decreciente,Baja
2022-04-28,1006,Tecnología,6252.98,Efectivo,5,0.67,Creciente,Baja
2022-04-23,1007,Tecnología,5263.43,Transferencia,7,0.83,Estable,Baja
2022-04-11,1086,Materiales,5524.57,Cheque,4,0.57,Estable,Baja
2022-04-24,1077,Materiales,4403.24,Efectivo,8,0.47,Creciente,Baja
2022-04-28,1067,Tecnología,4704.91,Cheque,9,0.64,Decreciente,Baja
2022-04-12,1020,Servicios,5757.85,Cheque,3,0.3,Decreciente,Baja
2022-04-13,1060,Materiales,5921.96,Cheque,7,0.18,Creciente,Baja
2022-04-05,1073,Logística,5629.07,Transferencia,9,0.62,Estable,Baja
2022-04-25,1085,Materiales,4671.58,Efectivo,1,0.23,Estable,Baja
2022-04-12,1093,Tecnología,5330.03,Cheque,2,0.08,Estable,Baja
2022-04-17,1093,Tecnología,5133.19,Cheque,7,0.0,Estable,Baja
2022-04-18,1079,Materiales,5439.57,Cheque,2,0.61,Decreciente,Baja
2022-04-04,1074,Materiales,6256.2,Transferencia,7,0.36,Estable,Baja
2022-04-11,1085,Logística,6050.3,Cheque,1,0.75,Creciente,Baja
2022-04-08,1028,Logística,4542.29,Transferencia,3,0.38,Creciente,Baja
2022-04-15,1024,Servicios,6299.75,Transferencia,5,0.49,Creciente,Baja
2022-04-04,1057,Servicios,5387.49,Cheque,6,0.41,Creciente,Baja
2022-04-09,1013,Logística,5980.55,Cheque,9,0.65,Estable,Baja
2022-04-15,1077,Servicios,4664.45,Transferencia,9,0.36,Decreciente,Baja
2022-04-08,1065,Servicios,5821.13,Transferencia,3,0.96,Estable,Baja
2022-04-05,1053,Materiales,4874.32,Cheque,8,0.94,Decreciente,Baja
2022-04-04,1076,Logística,5314.72,Transferencia,4,0.85,Estable,Baja
2022-04-02,1066,Materiales,4395.98,Transferencia,7,0.92,Decreciente,Baja
2022-04-10,1029,Materiales,4689.68,Cheque,6,0.45,Creciente,Baja
2022-04-13,1017,Servicios,4559.92,Cheque,8,0.54,Creciente,Baja
2022-04-28,1053,Materiales,4881.77,Efectivo,6,0.74,Decreciente,Baja
2022-05-14,1013,Materiales,2023.02,Efectivo,6,0.34,Creciente,Baja
2022-05-08,1046,Tecnología,2116.02,Cheque,6,0.26,Decreciente,Baja
2022-05-28,1070,Logística,1938.71,Transferencia,7,0.88,Estable,Baja
2022-05-06,1071,Logística,2106.91,Cheque,3,0.55,Estable,Baja
2022-05-27,1041,Servicios,2250.96,Cheque,8,0.29,Creciente,Baja
2022-05-11,1050,Tecnología,2451.64,Efectivo,8,0.94,Decreciente,Baja
2022-05-19,1018,Logística,2819.7,Transferencia,9,0.69,Estable,Baja
2022-05-24,1065,Logística,2453.68,Transferencia,8,0.22,Estable,Baja
2022-05-11,1046,Logística,2613.32,Efectivo,3,0.61,Decreciente,Baja
2022-05-07,1064,Logística,2277.26,Efectivo,6,0.87,Creciente,Baja
2022-05-25,1041,Logística,2657.77,Transferencia,9,0.7,Decreciente,Baja
2022-05-06,1037,Servicios,2531.09,Efectivo,1,0.24,Creciente,Baja
2022-05-16,1012,Logística,2375.89,Transferencia,3,0.65,Estable,Baja
2022-05-17,1043,Servicios,2118.94,Cheque,2,0.62,Decreciente,Baja
2022-05-15,1023,Materiales,2224.97,Cheque,8,0.82,Decreciente,Baja
2022-05-16,1095,Materiales,2531.55,Transferencia,6,0.18,Estable,Baja
2022-05-10,1029,Tecnología,2343.3,Transferencia,8,0.7,Estable,Baja
2022-05-16,1069,Servicios,2790.83,Cheque,2,0.03,Creciente,Baja
2022-05-01,1037,Tecnología,2158.61,Cheque,6,0.7,Estable,Baja
2022-05-03,1096,Materiales,2002.36,Transferencia,7,0.96,Estable,Baja
2022-05-13,1022,Materiales,2501.03,Efectivo,8,0.17,Decreciente,Baja
2022-05-17,1073,Materiales,2787.61,Efectivo,9,0.31,Creciente,Baja
2022-05-15,1056,Materiales,2284.08,Transferencia,5,0.58,Estable,Baja
2022-05-08,1078,Logística,2557.4,Efectivo,3,0.73,Decreciente,Baja
2022-05-07,1022,Materiales,2155.3,Cheque,2,0.34,Estable,Baja
2022-05-19,1035,Logística,2471.2,Cheque,8,0.66,Estable,Baja
2022-05-12,1056,Logística,2691.74,Efectivo,1,0.9,Estable,Baja
2022-05-02,1000,Tecnología,2769.24,Transferencia,6,0.73,Estable,Baja
2022-05-02,1071,Logística,2033.31,Cheque,2,0.71,Creciente,Baja
2022-05-10,1002,Tecnología,2276.0,Cheque,3,0.38,Decreciente,Baja
2022-05-16,1013,Logística,2549.61,Cheque,8,0.91,Decreciente,Baja
2022-05-20,1080,Logística,1965.32,Efectivo,1,0.28,Estable,Baja
2022-05-27,1033,Materiales,2598.84,Transferencia,6,0.21,Decreciente,Baja
2022-05-21,1069,Servicios,2441.8,Efectivo,3,0.36,Estable,Baja
2022-05-22,1068,Logística,2210.5,Transferencia,6,0.65,Decreciente,Baja
2022-05-16,1050,Servicios,2718.65,Transferencia,3,0.86,Creciente,Baja
2022-05-10,1028,Servicios,2211.94,Efectivo,8,0.13,Creciente,Baja
2022-05-18,1098,Servicios,2889.38,Cheque,5,0.81,Decreciente,Baja
2022-05-01,1081,Logística,2720.31,Transferencia,4,0.81,Estable,Baja
2022-05-28,1047,Servicios,2615.61,Efectivo,9,0.59,Estable,Baja
2022-05-04,1093,Logística,1991.04,Cheque,5,0.76,Estable,Baja
2022-05-14,1078,Materiales,2805.25,Transferencia,4,0.18,Estable,Baja
2022-05-05,1078,Logística,2694.89,Transferencia,8,0.17,Creciente,Baja
2022-05-09,1015,Tecnología,2152.99,Cheque,8,0.86,Estable,Baja
2022-05-24,1056,Materiales,2310.65,Transferencia,8,0.5,Estable,Baja
2022-05-12,1096,Servicios,2191.25,Efectivo,4,0.25,Estable,Baja
2022-05-25,1009,Servicios,2882.62,Transferencia,1,0.69,Estable,Baja
2022-05-13,1018,Tecnología,2756.84,Transferencia,2,0.89,Creciente,Baja
2022-05-12,1066,Materiales,2830.28,Cheque,4,0.63,Decreciente,Baja
2022-05-02,1035,Tecnología,2693.65,Efectivo,2,0.35,Decreciente,Baja
2022-05-13,1003,Servicios,2372.56,Cheque,3,0.48,Estable,Baja
2022-05-02,1074,Logística,2130.21,Efectivo,9,0.75,Estable,Baja
2022-05-19,1032,Servicios,2132.76,Cheque,9,0.07,Decreciente,Baja
2022-05-18,1027,Tecnología,2078.29,Transferencia,9,0.22,Creciente,Baja
2022-05-07,1095,Logística,2459.78,Efectivo,7,0.46,Creciente,Baja
2022-05-12,1079,Logística,2820.37,Efectivo,4,0.6,Creciente,Baja
2022-05-18,1008,Servicios,2889.75,Transferencia,1,0.34,Creciente,Baja
2022-05-10,1074,Logística,2209.28,Cheque,3,0.3,Creciente,Baja
2022-05-03,1005,Materiales,2605.31,Efectivo,8,0.04,Creciente,Baja
2022-05-13,1048,Servicios,2508.51,Transferencia,4,0.03,Creciente,Baja
2022-05-17,1090,Servicios,2404.04,Transferencia,2,0.28,Creciente,Baja
2022-05-15,1075,Materiales,2574.84,Efectivo,8,0.53,Creciente,Baja
2022-05-25,1021,Servicios,2290.48,Efectivo,7,0.56,Estable,Baja
2022-05-18,1047,Tecnología,2844.05,Efectivo,9,0.49,Creciente,Baja
2022-05-09,1020,Tecnología,2613.17,Transferencia,2,0.41,Estable,Baja
2022-05-27,1032,Servicios,2660.26,Cheque,5,0.25,Decreciente,Baja
2022-05-20,1080,Materiales,2165.93,Cheque,6,0.4,Estable,Baja
2022-05-22,1055,Logística,2094.61,Efectivo,2,0.14,Decreciente,Baja
2022-05-20,1028,Materiales,2312.67,Transferencia,2,0.12,Estable,Baja
2022-05-04,1052,Tecnología,2672.3,Transferencia,4,0.3,Decreciente,Baja
2022-05-05,1039,Servicios,2838.55,Efectivo,8,1.0,Estable,Baja
2022-05-04,1073,Materiales,2344.53,Transferencia,5,0.33,Estable,Baja
2022-05-13,1017,Logística,2679.53,Transferencia,9,0.94,Decreciente,Baja
2022-05-12,1046,Logística,2386.14,Transferencia,4,0.39,Creciente,Baja
2022-05-26,1012,Logística,2216.94,Efectivo,3,0.44,Creciente,Baja
2022-05-11,1026,Logística,2645.83,Efectivo,8,0.8,Creciente,Baja
2022-05-18,1061,Materiales,2702.76,Efectivo,1,0.09,Creciente,Baja
2022-05-12,1073,Logística,2127.7,Cheque,9,0.18,Creciente,Baja
2022-05-25,1095,Tecnología,2226.54,Cheque,4,0.97,Estable,Baja
2022-05-05,1044,Logística,2409.68,Efectivo,9,0.51,Creciente,Baja
2022-05-07,1002,Tecnología,2111.94,Transferencia,8,0.04,Estable,Baja
2022-05-20,1021,Materiales,2828.93,Transferencia,3,0.05,Decreciente,Baja
2022-05-17,1026,Tecnología,2502.94,Efectivo,3,0.91,Creciente,Baja
2022-05-13,1054,Materiales,2048.85,Transferencia,9,0.87,Creciente,Baja
2022-05-17,1066,Logística,2109.53,Transferencia,3,0.46,Creciente,Baja
2022-05-02,1032,Servicios,2853.58,Cheque,4,0.16,Creciente,Baja
2022-05-02,1001,Tecnología,2644.77,Transferencia,9,0.83,Estable,Baja
2022-05-02,1074,Tecnología,2641.14,Transferencia,4,0.32,Estable,Baja
2022-05-05,1045,Servicios,2001.81,Efectivo,3,0.42,Estable,Baja
2022-05-23,1073,Materiales,2796.54,Cheque,7,0.68,Decreciente,Baja
2022-05-11,1032,Materiales,2360.38,Cheque,6,0.35,Estable,Baja
2022-05-26,1057,Logística,2569.0,Transferencia,1,0.63,Creciente,Baja
2022-05-16,1006,Tecnología,2858.74,Efectivo,8,0.89,Decreciente,Baja
2022-05-17,1014,Materiales,2028.38,Cheque,1,0.8,Decreciente,Baja
2022-05-15,1025,Logística,2397.61,Cheque,4,0.38,Creciente,Baja
2022-05-05,1010,Materiales,1979.7,Transferencia,6,0.29,Creciente,Baja
2022-05-20,1037,Servicios,2414.29,Cheque,6,0.29,Creciente,Baja
2022-05-17,1026,Servicios,2175.44,Efectivo,7,0.35,Creciente,Baja
2022-05-05,1006,Servicios,2811.77,Efectivo,5,0.49,Estable,Baja
2022-05-11,1000,Logística,2316.68,Cheque,5,0.42,Decreciente,Baja
2022-05-20,1073,Tecnología,2544.03,Efectivo,4,0.13,Creciente,Baja
2022-05-11,1020,Servicios,2762.72,Efectivo,6,0.16,Estable,Baja
2022-05-06,1078,Servicios,2881.92,Transferencia,7,0.34,Creciente,Baja
2022-05-13,1029,Materiales,2418.42,Cheque,1,0.56,Estable,Baja
2022-05-20,1093,Servicios,2371.99,Cheque,9,0.59,Creciente,Baja
2022-05-24,1007,Tecnología,2004.94,Transferencia,8,0.49,Creciente,Baja
2022-05-27,1087,Logística,1944.09,Transferencia,7,0.74,Creciente,Baja
2022-05-10,1082,Servicios,2519.82,Transferencia,9,0.74,Estable,Baja
2022-05-19,1002,Logística,1995.01,Transferencia,3,0.43,Creciente,Baja
2022-05-11,1054,Logística,2299.19,Efectivo,4,0.12,Estable,Baja
2022-05-17,1014,Tecnología,1935.26,Efectivo,7,0.53,Estable,Baja
2022-05-27,1035,Materiales,2526.02,Transferencia,6,0.38,Decreciente,Baja
2022-05-17,1005,Materiales,2342.69,Cheque,2,0.14,Estable,Baja
2022-05-18,1041,Logística,2054.47,Cheque,2,0.98,Estable,Baja
2022-05-16,1049,Servicios,2218.04,Cheque,7,0.37,Estable,Baja
2022-05-23,1017,Logística,2482.01,Transferencia,9,0.63,Estable,Baja
2022-05-19,1082,Materiales,2566.09,Efectivo,9,0.49,Estable,Baja
2022-05-10,1049,Servicios,2378.35,Efectivo,7,0.14,Decreciente,Baja
2022-05-16,1029,Materiales,2708.32,Efectivo,8,0.06,Creciente,Baja
2022-06-12,1005,Tecnología,5534.74,Efectivo,9,0.91,Creciente,Baja
2022-06-11,1060,Servicios,4866.2,Efectivo,7,0.72,Estable,Baja
2022-06-22,1013,Tecnología,4856.61,Cheque,5,0.7,Decreciente,Baja
2022-06-04,1015,Materiales,6474.32,Cheque,5,0.59,Creciente,Baja
2022-06-14,1002,Materiales,5967.88,Efectivo,8,0.63,Creciente,Baja
2022-06-19,1008,Tecnología,6141.41,Transferencia,6,0.8,Decreciente,Baja
2022-06-10,1046,Logística,5567.83,Efectivo,1,0.98,Creciente,Baja
2022-06-26,1084,Servicios,6215.17,Cheque,1,0.8,Estable,Baja
2022-06-24,1093,Materiales,5726.96,Transferencia,9,0.71,Estable,Baja
2022-06-28,1093,Materiales,6377.88,Efectivo,8,0.14,Decreciente,Baja
2022-06-23,1041,Tecnología,4938.64,Cheque,6,0.82,Creciente,Baja
