ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador
4250,1042,2022-01-01,2023-06-05,7630.01,60 días,Retrasado,90,0,1,Transferencia,Bob
4251,1099,2022-12-26,2023-02-17,1765.29,30 días,Retrasado,60,5,2,Cheque,Bob
4252,1076,2022-10-21,2023-05-02,8352.38,90 días,Pagado,60,0,1,Transferencia,Bob
4253,1006,2022-07-20,2023-06-03,2031.58,90 días,Pagado,60,10,0,Transferencia,Alice
4254,1099,2022-10-18,2023-04-19,8936.85,90 días,Pendiente,30,0,2,Transferencia,Charlie
4255,1050,2022-01-17,2023-03-25,4640.63,30 días,Pagado,60,0,0,Cheque,Bob
4256,1072,2022-04-04,2023-08-14,6802.07,90 días,Retrasado,60,0,1,Cheque,Alice
4257,1031,2022-11-05,2023-11-21,5022.68,60 días,Pendiente,60,10,2,Cheque,David
4258,1074,2022-06-12,2023-06-13,1030.51,30 días,Retrasado,60,0,0,Transferencia,Bob
4259,1007,2022-11-10,2023-11-27,2978.15,30 días,Retrasado,90,5,0,Cheque,Bob
4260,1096,2022-04-24,2023-07-29,9838.95,90 días,Retrasado,30,10,2,Cheque,Alice
4261,1086,2022-11-24,2023-01-19,9611.08,60 días,Pagado,30,10,0,Transferencia,David
4262,1088,2022-10-17,2023-05-22,3272.82,30 días,Pagado,60,5,2,Cheque,David
4263,1071,2022-02-23,2023-02-12,9963.34,90 días,Retrasado,90,10,2,Efectivo,Alice
4264,1044,2022-09-12,2023-09-10,8470.96,60 días,Pagado,60,0,1,Efectivo,Bob
4265,1085,2022-03-14,2023-08-31,6148.5,90 días,Retrasado,30,10,0,Efectivo,Charlie
4266,1058,2022-06-19,2023-08-01,497.23,90 días,Pagado,30,5,2,Efectivo,Alice
4267,1003,2022-02-09,2023-06-21,9024.32,30 días,Pagado,30,10,1,Transferencia,Charlie
4268,1066,2022-05-02,2023-08-06,5618.55,30 días,Pagado,-60,5,1,Cheque,Bob
4269,1028,2022-06-27,2023-02-22,8697.91,90 días,Pendiente,60,10,2,Efectivo,Bob
4270,1028,2022-06-13,2023-03-25,8360.85,30 días,Pagado,90,5,2,Efectivo,David
4271,1097,2022-03-27,2023-12-25,8346.76,30 días,Pendiente,90,10,0,Cheque,Bob
4272,1097,2022-11-22,2023-05-15,7011.92,60 días,Pendiente,30,0,0,Transferencia,David
4273,1027,2022-02-15,2023-09-18,2985.01,60 días,Pendiente,30,5,0,Efectivo,David
4274,1076,2022-12-29,2023-02-04,3427.99,90 días,Retrasado,90,5,2,Cheque,Bob
4275,1078,2022-12-10,2023-07-01,3153.85,90 días,Pagado,30,10,1,Cheque,David
4276,1086,2022-11-24,2023-08-05,298.46,90 días,Retrasado,90,10,1,Efectivo,Bob
4277,1043,2022-06-21,2023-11-06,5867.43,90 días,Pendiente,60,10,2,Efectivo,David
4278,1089,2022-08-17,2023-10-09,7018.45,60 días,Pagado,30,0,0,Cheque,David
4279,1003,2022-01-06,2023-06-18,8553.27,30 días,Retrasado,30,10,1,Cheque,Bob
4280,1089,2022-05-16,2023-08-22,1487.64,60 días,Pendiente,90,5,1,Efectivo,Charlie
4281,1008,2022-04-18,2023-12-23,5487.41,90 días,Retrasado,60,10,0,Efectivo,Alice
4282,1004,2022-05-08,2023-01-16,179.28,90 días,Retrasado,30,0,1,Efectivo,Bob
4283,1055,2022-12-21,2023-01-28,1041.43,60 días,Pagado,30,10,0,Efectivo,David
4284,1095,2022-02-04,2023-11-26,636.7,60 días,Pagado,90,10,1,Transferencia,Alice
4285,1083,2022-06-29,2023-11-26,7282.23,90 días,Retrasado,60,5,1,Cheque,Charlie
4286,1049,2022-05-12,2023-04-06,902.49,30 días,Pagado,90,10,1,Efectivo,Bob
4287,1074,2022-02-25,2023-11-20,7192.88,90 días,Pagado,60,0,0,Cheque,David
4288,1014,2022-01-01,2023-08-17,2571.28,60 días,Retrasado,60,10,1,Efectivo,David
4289,1031,2022-01-25,2023-11-26,8789.36,90 días,Pagado,90,10,1,Transferencia,Bob
4290,1027,2022-07-17,2023-03-12,8150.18,90 días,Pagado,90,5,1,Cheque,David
4291,1021,2022-08-13,2023-01-03,9582.52,30 días,Pendiente,60,10,2,Transferencia,Alice
4292,1016,2022-08-03,2023-07-26,8849.24,90 días,Pagado,90,5,1,Cheque,David
4293,1058,2022-03-27,2023-04-14,9339.96,90 días,Pendiente,30,5,1,Transferencia,Alice
4294,1089,2022-07-31,2023-11-19,8601.55,90 días,Retrasado,30,10,0,Efectivo,Alice
4295,1070,2022-09-10,2023-06-07,6964.48,60 días,Pendiente,30,5,0,Efectivo,Bob
4296,1056,2022-07-13,2023-06-11,1785.57,60 días,Retrasado,30,5,2,Transferencia,David
4297,1025,2022-06-29,2023-10-23,2789.9,30 días,Pagado,30,10,0,Efectivo,Alice
4298,1024,2022-10-07,2023-02-13,2206.0,90 días,Pagado,90,10,0,Transferencia,David
4299,1009,2022-07-12,2023-02-27,6075.5,60 días,Pendiente,60,0,0,Transferencia,Alice
4300,1044,2022-02-21,2023-03-23,5085.84,30 días,Retrasado,90,0,2,Cheque,Charlie
4301,1082,2022-09-03,2023-05-09,8684.09,90 días,Pagado,30,5,2,Transferencia,Bob
4302,1010,2022-10-23,2023-09-23,9531.46,30 días,Pendiente,30,5,1,Cheque,Bob
4303,1076,2022-11-30,2023-11-30,4108.11,30 días,Pendiente,90,10,1,Transferencia,Bob
4304,1052,2022-12-18,2023-03-09,5112.87,30 días,Pendiente,90,0,0,Cheque,Alice
4305,1071,2022-04-26,2023-11-02,9718.01,30 días,Pagado,60,0,1,Cheque,Charlie
4306,1067,2022-03-25,2023-12-19,2834.77,30 días,Retrasado,30,10,1,Efectivo,Alice
4307,1094,2022-08-20,2023-07-31,7944.67,30 días,Pagado,90,10,2,Cheque,Bob
4308,1027,2022-02-07,2023-06-14,2329.88,30 días,Pagado,60,10,2,Cheque,Alice
4309,1074,2022-01-18,2023-08-21,6846.46,90 días,Retrasado,30,10,1,Transferencia,Bob
4310,1064,2022-05-31,2023-09-03,2610.79,90 días,Pendiente,30,0,1,Cheque,David
4311,1048,2022-01-11,2023-03-11,8848.96,30 días,Pagado,30,10,1,Efectivo,Alice
4312,1046,2022-06-13,2023-05-15,5658.63,90 días,Pendiente,90,10,0,Transferencia,David
4313,1051,2022-05-14,2023-03-31,1940.74,30 días,Pendiente,30,0,2,Cheque,Alice
4314,1087,2022-02-23,2023-12-19,2321.25,90 días,Retrasado,30,10,1,Transferencia,Bob
4315,1053,2022-02-07,2023-11-01,4989.11,60 días,Retrasado,60,0,1,Transferencia,David
4316,1059,2022-06-25,2023-06-18,9619.86,30 días,Retrasado,90,0,0,Transferencia,Alice
4317,1056,2022-03-29,2023-05-26,7719.46,60 días,Pendiente,60,10,2,Transferencia,Bob
4318,1046,2022-07-12,2023-04-13,4934.27,30 días,Pendiente,90,10,0,Transferencia,Alice
4319,1030,2022-03-24,2023-02-14,3443.42,30 días,Pagado,30,5,0,Cheque,David
4320,1045,2022-02-08,2023-08-02,5537.76,60 días,Pendiente,60,5,1,Transferencia,Alice
4321,1025,2022-10-08,2023-07-09,7508.77,60 días,Retrasado,90,0,0,Transferencia,Alice
4322,1004,2022-02-17,2023-04-05,7860.89,60 días,Retrasado,90,0,0,Efectivo,David
4323,1083,2022-06-23,2023-07-22,6639.157925620113,30 días,Retrasado,30,5,1,Efectivo,Bob
4324,1051,2022-11-01,2023-07-14,7239.48,60 días,Retrasado,30,0,2,Transferencia,Alice
4325,1074,2022-11-11,2023-10-21,6612.11,60 días,Pendiente,60,5,1,Cheque,Alice
4326,1053,2022-09-05,2023-04-26,9595.21,90 días,Retrasado,60,10,2,Efectivo,Charlie
4327,1032,2022-12-27,2023-01-12,9317.79,90 días,Pagado,90,10,0,Efectivo,Charlie
4328,1049,2022-01-16,2023-01-13,7914.86,60 días,Pendiente,60,10,0,Transferencia,Unauthorized User
4329,1037,2022-08-09,2023-10-14,7261.61,60 días,Retrasado,30,0,1,Cheque,David
4330,1026,2022-12-01,2023-11-29,2813.01,60 días,Pagado,60,10,1,Cheque,Bob
4331,1097,2022-03-26,2023-11-11,8475.06,60 días,Retrasado,60,0,1,Efectivo,Bob
4332,1014,2022-11-07,2023-11-18,4332.31,90 días,Pendiente,90,10,0,Efectivo,Bob
4333,1095,2022-08-11,2023-04-29,2795.18,30 días,Pendiente,30,0,0,Efectivo,Alice
4334,1060,2022-03-22,2023-02-16,3903.19,60 días,Pagado,90,0,2,Efectivo,Alice
4335,1020,2022-01-28,2023-08-26,8375.76,60 días,Pendiente,30,5,1,Efectivo,Bob
4336,1045,2022-02-21,2023-04-13,1571.47,90 días,Pagado,30,5,0,Transferencia,Bob
4337,1068,2022-06-19,2023-05-16,4615.97,60 días,Retrasado,90,5,2,Transferencia,Charlie
4338,1005,2022-04-16,2023-12-27,4974.34,60 días,Pendiente,60,0,1,Transferencia,David
4339,1037,2022-04-08,2023-03-29,462.63,90 días,Retrasado,90,5,1,Efectivo,Bob
4340,1061,2022-07-29,2023-01-27,2037.89,60 días,Retrasado,60,5,2,Transferencia,Charlie
4341,1085,2022-12-23,2023-07-26,8284.75,60 días,Pendiente,90,5,2,Efectivo,Bob
4342,1061,2022-10-11,2023-11-14,8324.6,90 días,Retrasado,90,0,2,Cheque,David
4343,1081,2022-10-04,2023-08-09,2994.91,30 días,Pagado,60,0,0,Cheque,Bob
4344,1077,2022-05-16,2023-11-05,8761.48,60 días,Pagado,60,5,1,Transferencia,David
4345,1073,2022-12-05,2023-05-15,7740.65,60 días,Pagado,60,5,1,Cheque,Alice
4346,1045,2022-05-25,2023-03-19,4237.28,30 días,Pendiente,90,0,2,Cheque,David
4347,1012,2022-06-02,2023-02-16,7509.22,90 días,Retrasado,60,0,0,Cheque,Bob
4348,1094,2022-05-02,2023-07-09,9617.21,30 días,Retrasado,60,5,2,Transferencia,Charlie
4349,1093,2022-02-19,2023-03-30,4643.8,60 días,Retrasado,60,5,0,Cheque,Alice
4350,1002,2022-01-26,2023-10-19,2460.43,30 días,Retrasado,30,5,1,Transferencia,Charlie
4351,1093,2022-07-21,2023-03-03,9423.98,90 días,Pagado,60,0,1,Efectivo,Bob
4352,1005,2022-10-20,2023-01-09,6077.07,60 días,Pendiente,60,5,0,Efectivo,Alice
4353,1092,2022-10-09,2023-09-28,1142.13,90 días,Pagado,60,0,1,Transferencia,Charlie
4354,1007,2022-09-09,2023-08-12,5769.56,90 días,Pagado,30,10,1,Transferencia,Bob
4355,1043,2022-03-20,2023-08-22,5055.75,30 días,Pendiente,30,5,2,Cheque,Charlie
4356,1032,2022-01-28,2023-12-12,8570.33,30 días,Pendiente,60,10,0,Efectivo,David
4357,1080,2022-07-04,2023-09-12,5353.88,90 días,Pagado,60,0,1,Cheque,David
4358,1074,2022-01-02,2023-03-03,2626.8,90 días,Retrasado,60,10,1,Efectivo,Bob
4359,1076,2022-08-07,2023-04-26,6788.88,60 días,Pendiente,60,5,0,Cheque,Charlie
4360,1049,2022-02-14,2023-04-16,5471.5,90 días,Pendiente,30,10,1,Cheque,Bob
4361,1010,2022-05-31,2023-04-09,2407.14,90 días,Pagado,-60,10,0,Efectivo,Charlie
4362,1094,2022-12-05,2023-05-18,5778.92,30 días,Retrasado,30,10,0,Cheque,Alice
4363,1027,2022-11-17,2023-05-29,8233.2,90 días,Pendiente,90,0,2,Efectivo,Bob
4364,1069,2022-11-04,2023-09-12,382.85,90 días,Pagado,30,5,0,Transferencia,Bob
4365,1040,2022-09-03,2023-07-16,6345.43,30 días,Pendiente,90,0,2,Cheque,Charlie
4366,1015,2022-04-13,2023-03-09,3560.89,60 días,Retrasado,30,10,1,Efectivo,Bob
4367,1067,2022-02-19,2023-08-10,2997.45,30 días,Pagado,30,10,0,Efectivo,Alice
4368,1098,2022-01-14,2023-04-17,3986.62,30 días,Pagado,30,0,2,Cheque,Charlie
4369,1047,2022-04-16,2023-11-05,3486.02,90 días,Retrasado,60,0,0,Efectivo,Charlie
4370,1055,2022-03-29,2023-04-22,8339.17,90 días,Pagado,30,10,1,Cheque,Charlie
4371,1063,2022-11-23,2023-05-26,2820.5,60 días,Retrasado,60,5,2,Cheque,Alice
4372,1058,2022-05-30,2023-12-14,7358.21,90 días,Pagado,30,0,2,Transferencia,Alice
4373,1089,2022-02-11,2023-04-08,1031.19,60 días,Retrasado,-30,10,2,Transferencia,Bob
4374,1061,2022-08-31,2023-08-04,9518.82,60 días,Pendiente,90,10,1,Transferencia,Charlie
4375,1075,2022-03-01,2023-04-04,6260.93,60 días,Pendiente,30,5,2,Cheque,Alice
4376,1010,2022-06-07,2023-07-30,7096.51,60 días,Pendiente,60,10,1,Cheque,David
4377,1088,2022-07-23,2023-03-17,3050.59,90 días,Pagado,90,0,1,Efectivo,Bob
4378,1017,2022-08-30,2023-01-16,4179.76,30 días,Retrasado,-90,10,0,Transferencia,Alice
4379,1018,2022-09-08,2023-05-30,2315.41,30 días,Retrasado,30,10,1,Transferencia,Alice
4380,1086,2022-12-05,2023-05-16,9332.11,90 días,Pendiente,30,10,2,Efectivo,Alice
4381,1054,2022-05-16,2023-05-02,4932.23,90 días,Pendiente,90,10,2,Transferencia,Bob
4382,1081,2022-02-16,2023-11-14,6341.44,60 días,Pendiente,60,5,1,Transferencia,Alice
4383,1025,2022-11-25,2023-08-20,7369.29,90 días,Retrasado,30,0,1,Transferencia,Alice
4384,1005,2022-10-06,2023-05-09,3773.95,30 días,Pendiente,90,10,0,Efectivo,David
4385,1003,2022-07-18,2023-07-10,7229.01,90 días,Pagado,60,0,0,Transferencia,David
4386,1028,2022-04-05,2023-10-27,6792.33,90 días,Pendiente,30,5,2,Cheque,David
4387,1058,2022-07-09,2023-12-18,7086.03,60 días,Pendiente,90,0,1,Transferencia,Alice
4388,1097,2022-07-15,2023-11-29,4943.38,60 días,Retrasado,90,5,2,Cheque,David
4389,1016,2022-07-09,2023-08-24,3891.08,60 días,Pagado,30,0,1,Transferencia,Charlie
4390,1042,2022-04-06,2023-02-14,2298.61,60 días,Retrasado,60,0,2,Cheque,David
4391,1079,2022-08-17,2023-01-07,8263.8,30 días,Pagado,60,10,2,Transferencia,David
4392,1065,2022-01-23,2023-08-30,6122.67,90 días,Pagado,90,0,2,Cheque,Alice
4393,1033,2022-05-15,2023-03-11,4499.09,90 días,Pendiente,60,10,1,Cheque,Charlie
4394,1007,2022-08-14,2023-06-16,9445.56,60 días,Pendiente,90,10,0,Transferencia,David
4395,1012,2022-08-27,2023-12-22,573.6,30 días,Retrasado,30,0,0,Efectivo,Alice
4396,1007,2022-05-15,2023-07-24,8516.7,30 días,Retrasado,60,10,1,Transferencia,Charlie
4397,1093,2022-04-26,2023-12-19,9976.07,90 días,Retrasado,30,0,0,Efectivo,David
4398,1095,2022-05-18,2023-04-20,8880.73,60 días,Pagado,90,10,2,Efectivo,Alice
4399,1099,2022-10-16,2023-07-17,8123.32,90 días,Retrasado,30,10,1,Efectivo,Charlie
4400,1093,2022-02-01,2023-12-30,3805.63,90 días,Pagado,60,5,1,Efectivo,David
4401,1064,2022-03-19,2023-08-06,2390.01,30 días,Pagado,30,5,0,Efectivo,Charlie
4402,1042,2022-12-23,2023-11-03,7375.02,30 días,Pagado,60,0,0,Efectivo,Charlie
4403,1038,2022-12-08,2023-05-13,3115.3,90 días,Pagado,60,10,2,Transferencia,Alice
4404,1080,2022-02-19,2023-02-08,1842.79,60 días,Pagado,60,5,1,Cheque,Bob
4405,1058,2022-02-13,2023-02-19,7886.61,60 días,Pendiente,60,5,0,Cheque,Charlie
4406,1083,2022-12-09,2023-10-14,3194.18,90 días,Pagado,60,5,1,Transferencia,Charlie
4407,1087,2022-06-26,2023-02-01,9152.97,90 días,Pagado,90,10,2,Transferencia,Charlie
4408,1085,2022-10-05,2023-01-28,8422.26,60 días,Pendiente,30,0,2,Transferencia,Charlie
4409,1092,2022-07-31,2023-06-21,8491.64,60 días,Pendiente,90,10,2,Efectivo,Charlie
4410,1085,2022-10-29,2023-05-02,7738.54,60 días,Pendiente,30,10,1,Efectivo,Bob
4411,1043,2022-04-27,2023-08-31,8820.73,90 días,Retrasado,30,5,1,Cheque,Alice
4412,1008,2022-10-11,2023-07-02,8076.89,30 días,Retrasado,30,10,1,Transferencia,Bob
4413,1036,2022-02-01,2023-11-08,6064.86,60 días,Pagado,90,10,1,Cheque,Alice
4414,1073,2022-07-18,2023-12-11,3028.64,60 días,Pagado,60,5,1,Cheque,Bob
4415,1035,2022-09-25,2023-11-04,8893.27,60 días,Pagado,60,5,2,Efectivo,Alice
4416,1091,2022-08-03,2023-12-31,8421.98,90 días,Pagado,90,10,2,Efectivo,David
4417,1027,2022-10-02,2023-01-25,4781.51,30 días,Pendiente,60,5,2,Cheque,Charlie
4418,1041,2022-12-18,2023-01-04,486.88,30 días,Retrasado,30,0,0,Efectivo,Alice
4419,1042,2022-09-01,2023-05-11,6421.58,60 días,Pendiente,60,0,2,Efectivo,Alice
4420,1084,2022-10-21,2023-09-17,600.91,90 días,Retrasado,60,0,1,Efectivo,Charlie
4421,1087,2022-05-01,2023-11-15,9270.17,30 días,Pendiente,60,0,2,Cheque,David
4422,1041,2022-09-01,2023-07-16,9620.15,90 días,Pagado,30,0,0,Cheque,Charlie
4423,1065,2022-06-03,2023-06-05,1975.95,30 días,Retrasado,60,5,0,Cheque,Alice
4424,1054,2022-02-10,2023-07-23,6796.25,60 días,Pagado,60,5,0,Transferencia,Alice
4425,1071,2022-07-22,2023-12-11,1013.46,90 días,Retrasado,60,0,0,Cheque,Charlie
4426,1047,2023-01-01,2023-07-10,7322.22,60 días,Retrasado,90,0,0,Efectivo,Bob
4427,1090,2022-01-18,2023-03-10,3538.15,30 días,Pagado,90,0,1,Cheque,Charlie
4428,1021,2022-09-15,2023-10-15,6842.4,30 días,Pagado,60,5,2,Transferencia,Alice
4429,1026,2022-10-20,2023-01-23,3791.48,60 días,Pagado,90,5,1,Efectivo,Alice
4430,1092,2022-09-22,2023-10-26,1541.12,30 días,Pendiente,90,10,1,Cheque,Alice
4431,1066,2022-10-20,2023-04-03,4120.49,60 días,Retrasado,30,10,0,Cheque,David
4432,1012,2022-12-13,2023-05-15,1215.47,60 días,Retrasado,90,10,2,Efectivo,Charlie
4433,1044,2022-11-14,2023-03-29,5811.14,60 días,Retrasado,90,10,2,Cheque,David
4434,1009,2022-03-17,2023-09-16,505.42,30 días,Pagado,60,5,2,Transferencia,Jane Smith
4435,1099,2022-03-03,2023-09-11,5320.46,90 días,Retrasado,30,5,0,Efectivo,David
4436,1008,2022-08-18,2023-06-24,8875.05,60 días,Retrasado,30,5,1,Cheque,Bob
4437,1053,2022-03-30,2023-08-29,8394.95,90 días,Pagado,30,5,2,Efectivo,Alice
4438,1026,2022-03-27,2023-03-10,8839.54,30 días,Pagado,90,0,1,Cheque,Alice
4439,1033,2022-04-19,2023-02-16,9228.28,30 días,Retrasado,60,10,2,Cheque,John Doe
4440,1000,2022-04-09,2023-06-13,1134.83,90 días,Pendiente,30,5,2,Efectivo,Alice
4441,1031,2022-03-06,2023-12-31,1374.6,60 días,Pagado,30,5,2,Cheque,David
4442,1088,2022-01-22,2023-09-30,5614.37,30 días,Pendiente,90,10,2,Cheque,Bob
4443,1092,2022-08-05,2023-08-11,8950.33,60 días,Pendiente,-30,5,0,Efectivo,David
4444,1070,2022-02-10,2023-03-15,9746.06,60 días,Pendiente,60,0,0,Cheque,David
4445,1066,2022-12-16,2023-05-15,557.99,90 días,Pendiente,30,5,1,Cheque,Charlie
4446,1083,2022-08-11,2023-03-02,3622.16,30 días,Pagado,60,10,0,Efectivo,Alice
4447,1019,2022-04-14,2023-06-11,2207.65,90 días,Retrasado,60,0,2,Transferencia,David
4448,1093,2022-11-18,2023-01-24,7584.06,30 días,Retrasado,60,0,1,Transferencia,Charlie
4449,1034,2022-03-17,2023-03-08,6437.92,90 días,Pagado,90,10,1,Transferencia,David
4450,1098,2022-11-01,2023-09-14,1286.89,30 días,Pagado,90,10,1,Transferencia,David
4451,1090,2022-05-13,2023-05-25,4886.87,30 días,Pendiente,60,0,2,Transferencia,David
4452,1089,2022-06-13,2023-07-05,6885.86,30 días,Pendiente,60,5,2,Transferencia,Charlie
4453,1077,2022-02-04,2023-08-10,7812.15,60 días,Pagado,30,10,1,Efectivo,Bob
4454,1016,2022-02-14,2023-05-26,298.52,60 días,Retrasado,30,0,0,Efectivo,David
4455,1017,2022-07-18,2023-05-16,8915.65,90 días,Pendiente,30,10,2,Efectivo,David
4456,1044,2022-10-12,2023-11-11,5735.89,90 días,Pagado,90,5,2,Cheque,Charlie
4457,1092,2022-07-23,2023-05-17,8137.9,30 días,Pagado,30,5,0,Transferencia,Alice
4458,1083,2022-10-10,2023-09-23,8098.59,30 días,Pagado,60,0,1,Transferencia,Bob
4459,1052,2022-06-16,2023-06-11,1979.54,60 días,Pendiente,60,5,0,Efectivo,Charlie
4460,1090,2022-05-22,2023-08-13,1190.7,60 días,Pagado,90,5,2,Cheque,Alice
4461,1081,2022-09-24,2023-03-27,7240.74,60 días,Retrasado,90,5,1,Cheque,John Doe
4462,1067,2022-08-23,2023-06-12,1648.63,90 días,Pagado,30,10,1,Efectivo,Charlie
4463,1064,2022-01-07,2023-09-10,8514.38,60 días,Pendiente,90,0,0,Transferencia,Bob
4464,1000,2022-12-25,2023-03-20,7289.28,90 días,Retrasado,60,0,2,Cheque,Bob
4465,1057,2022-11-16,2023-10-13,8434.07,60 días,Retrasado,60,0,2,Transferencia,Bob
4466,1025,2022-10-28,2023-12-04,3060.23,60 días,Pagado,90,5,1,Cheque,Bob
4467,1019,2022-09-25,2023-11-23,3234.32,30 días,Pagado,60,10,2,Transferencia,John Doe
4468,1086,2022-08-03,2023-08-15,6745.09,90 días,Retrasado,90,0,1,Cheque,David
4469,1009,2022-02-27,2023-01-29,411.31,60 días,Pagado,60,10,1,Transferencia,Charlie
4470,1058,2022-08-01,2023-04-08,7292.32,30 días,Pendiente,30,0,1,Transferencia,Bob
4471,1074,2022-03-18,2023-03-19,8374.25,90 días,Retrasado,90,5,2,Transferencia,David
4472,1040,2022-03-17,2023-01-29,4210.12,90 días,Pagado,90,0,0,Efectivo,Alice
4473,1004,2022-10-18,2023-04-29,7672.3,60 días,Retrasado,90,0,1,Transferencia,Bob
4474,1064,2022-10-29,2023-04-05,1828.65,90 días,Pagado,60,5,0,Transferencia,Charlie
4475,1016,2022-10-26,2023-01-20,3290.38,30 días,Pagado,30,5,0,Cheque,David
4476,1021,2022-02-21,2023-08-30,9745.62,30 días,Pendiente,90,0,0,Cheque,Bob
4477,1097,2022-02-24,2023-05-15,9864.65,90 días,Pagado,60,10,0,Efectivo,Charlie
4478,1040,2022-10-16,2023-03-26,5174.79,30 días,Pagado,90,5,0,Cheque,David
4479,1092,2022-02-21,2023-12-29,9349.27,90 días,Pagado,60,0,1,Transferencia,Charlie
4480,1067,2022-05-27,2023-08-29,5275.03,30 días,Pendiente,30,5,2,Efectivo,Alice
4481,1068,2022-10-02,2023-08-13,2986.72,90 días,Pagado,60,10,0,Efectivo,Bob
4482,1010,2022-06-26,2023-03-02,2742.3,90 días,Pagado,60,0,2,Efectivo,Bob
4483,1055,2022-07-30,2023-09-12,9302.11,90 días,Pagado,-90,0,2,Transferencia,Charlie
4484,1050,2022-05-16,2023-01-22,1807.22,30 días,Retrasado,60,10,1,Transferencia,David
4485,1020,2022-07-16,2023-08-16,5838.36,90 días,Pendiente,90,10,0,Cheque,Bob
4486,1098,2022-12-02,2023-07-03,5599.7,90 días,Retrasado,60,0,2,Cheque,Charlie
4487,1075,2022-09-06,2023-12-31,7422.25,60 días,Pendiente,30,10,2,Cheque,Alice
4488,1025,2022-10-20,2023-10-16,5042.5,60 días,Pendiente,60,10,0,Efectivo,Bob
4489,1018,2022-11-08,2023-09-07,2795.63,90 días,Retrasado,90,0,1,Transferencia,Charlie
4490,1059,2022-08-31,2023-08-24,1777.03,60 días,Pendiente,60,5,1,Cheque,David
4491,1070,2022-01-20,2023-09-11,6246.11,90 días,Pendiente,60,10,0,Transferencia,Bob
4492,1046,2022-03-30,2023-02-28,7218.01,60 días,Retrasado,30,5,2,Efectivo,Bob
4493,1070,2022-05-22,2023-03-18,5738.26,30 días,Pagado,90,5,1,Transferencia,Alice
4494,1025,2022-07-26,2023-03-06,7409.68,30 días,Pendiente,30,5,1,Transferencia,Charlie
4495,1039,2022-03-15,2023-06-29,1501.06,90 días,Retrasado,60,10,2,Efectivo,David
4496,1004,2022-11-13,2023-02-18,8836.45,90 días,Pendiente,30,0,2,Cheque,Alice
4497,1020,2022-11-08,2023-04-16,5865.72,30 días,Retrasado,60,0,2,Transferencia,Alice
4498,1077,2022-12-15,2023-05-27,1355.75,30 días,Pagado,60,0,2,Transferencia,Alice
4499,1003,2022-12-22,2023-04-04,4673.06,60 días,Pendiente,30,0,0,Efectivo,Charlie
4500,1022,2022-07-25,2023-03-29,8463.44,90 días,Pagado,30,0,2,Transferencia,Charlie
4501,1083,2022-01-20,2023-09-19,8985.87,30 días,Pagado,60,0,1,Transferencia,Bob
4502,1014,2022-07-22,2023-05-21,2720.03,30 días,Retrasado,30,5,2,Transferencia,Charlie
4503,1092,2022-06-19,2023-10-17,7141.53,90 días,Pendiente,30,5,2,Efectivo,Alice
4504,1007,2022-12-20,2023-12-07,1089.85,60 días,Pendiente,60,5,0,Transferencia,Charlie
4505,1040,2022-05-02,2023-10-28,432.1,60 días,Pendiente,90,10,0,Efectivo,David
4506,1018,2022-01-26,2023-04-20,5647.95,60 días,Pendiente,30,10,2,Cheque,Bob
4507,1045,2022-09-01,2023-10-27,17952.893112756803,60 días,Pendiente,30,10,0,Transferencia,Alice
4508,1027,2022-05-18,2023-01-04,7978.29,30 días,Retrasado,90,0,0,Efectivo,Bob
4509,1090,2022-07-10,2023-09-28,3468.14,90 días,Pendiente,30,5,0,Efectivo,Charlie
4510,1067,2022-01-11,2023-10-21,164.6,90 días,Pagado,60,10,0,Transferencia,Bob
4511,1014,2022-06-22,2023-04-04,4847.24,30 días,Pagado,30,5,2,Efectivo,Bob
4512,1098,2022-06-05,2023-08-03,256.95,30 días,Pendiente,60,0,0,Cheque,Charlie
4513,1036,2022-06-09,2023-02-10,1010.65,30 días,Retrasado,90,5,0,Cheque,Bob
4514,1000,2022-05-24,2023-05-08,3334.22,90 días,Retrasado,-90,0,1,Cheque,Charlie
4515,1066,2022-09-09,2023-09-14,4428.0,90 días,Pendiente,90,10,2,Cheque,Alice
4516,1023,2022-12-23,2023-12-14,2866.75,90 días,Pagado,30,0,0,Efectivo,Bob
4517,1026,2022-12-17,2023-02-19,5860.47,60 días,Pendiente,90,0,1,Efectivo,David
4518,1039,2022-02-20,2023-06-19,647.96,30 días,Pendiente,30,5,0,Cheque,David
4519,1062,2022-04-27,2023-01-15,1531.34,30 días,Pendiente,30,0,2,Cheque,Alice
4520,1060,2022-03-10,2023-05-27,6983.06,30 días,Retrasado,30,10,1,Cheque,Charlie
4521,1035,2022-06-03,2023-12-16,1507.19,90 días,Retrasado,90,10,1,Cheque,Charlie
4522,1097,2022-08-15,2023-12-16,6433.77,30 días,Pagado,90,0,2,Cheque,Bob
4523,1092,2022-06-14,2023-03-05,641.38,30 días,Pagado,30,5,1,Efectivo,Bob
4524,1023,2022-05-18,2023-07-22,4133.08,60 días,Pendiente,90,10,1,Cheque,David
4525,1023,2022-08-02,2023-07-12,1856.35,90 días,Pagado,30,10,0,Cheque,David
4526,1003,2022-11-06,2023-10-31,1185.4,30 días,Pendiente,90,0,1,Transferencia,Charlie
